x,y,utc,discipline,flight_id
926549.0728820799,6476923.05998595,1461932928.0,hang gliders,20187092
926199.8663035135,6476417.5612861775,1553780096.0,hang gliders,20258663
925047.5691457232,6478423.026211376,1646578944.0,hang gliders,20314671
925030.8432239449,6478454.687787355,1646578944.0,hang gliders,20314671
925000.7176390057,6478380.296555451,1646578944.0,hang gliders,20314671
927616.1469039202,6478546.300092399,1650372352.0,hang gliders,20318551
927643.2893976765,6478607.832461784,1650372352.0,hang gliders,20318551
927587.124914324,6478460.22455613,1650372352.0,hang gliders,20318551
927576.0133766308,6478494.574566936,1650372352.0,hang gliders,20318551
927544.3309940649,6478360.516463306,1650372352.0,hang gliders,20318551
927600.1077662758,6478400.865900749,1650372352.0,hang gliders,20318551
927015.5987618697,6477348.729274306,1652184448.0,hang gliders,20320638
926958.2058798432,6477125.165423233,1652184832.0,hang gliders,20320820
928199.7327906303,6475961.463094008,1652186752.0,hang gliders,20320941
926761.3652319908,6476988.478177203,1662815488.0,hang gliders,20332842
926790.5666164443,6477005.397780451,1662815488.0,hang gliders,20332842
926834.2990941448,6476992.27141959,1662815488.0,hang gliders,20332842
926844.7206419776,6476962.061649853,1662815488.0,hang gliders,20332842
926836.8046304455,6476927.026161748,1662815488.0,hang gliders,20332842
926805.2836553982,6476994.581308649,1662815360.0,hang gliders,20332889
927334.407201348,6477959.92693545,1682517888.0,hang gliders,20339817
927378.5823578176,6477945.53920601,1682517888.0,hang gliders,20339817
927405.2907193361,6478016.798884594,1682517888.0,hang gliders,20339817
927435.363300394,6478144.319432813,1682517888.0,hang gliders,20339817
927423.4468495215,6478167.072575229,1682517888.0,hang gliders,20339817
927440.7406467737,6478214.213355911,1682517888.0,hang gliders,20339817
927469.0302412857,6478203.133597924,1682517888.0,hang gliders,20339817
926954.3360767072,6477128.922334338,1690032256.0,hang gliders,20347228
926989.555996187,6477023.665800838,1714052992.0,hang gliders,20358139
926967.7102631914,6477179.835788854,1271506688.0,paragliders,20091152
926690.0715087996,6477041.220391446,1272110336.0,paragliders,20091660
927232.9395220653,6477670.900888678,1272110336.0,paragliders,20091660
927189.6190817774,6477640.995429834,1272110464.0,paragliders,20091660
927175.5404871983,6477647.798066095,1272110464.0,paragliders,20091660
926898.1644025741,6477294.363534493,1300976128.0,paragliders,20101147
926661.2091097942,6477081.809283917,1302185472.0,paragliders,20102105
927115.6910398043,6477518.1916743675,1302525824.0,paragliders,20102384
927323.6687899447,6478427.547580727,1302954496.0,paragliders,20102582
926713.1768686943,6477142.727496554,1303220608.0,paragliders,20103334
926529.1792274581,6476802.59621465,1303470848.0,paragliders,20103569
927346.84659164,6478743.635510443,1303471360.0,paragliders,20103569
926732.0907639317,6477014.603350233,1303817216.0,paragliders,20103932
926764.8396950332,6476969.123156983,1304253824.0,paragliders,20104579
926638.6139738807,6476916.310195994,1315920640.0,paragliders,20108914
926825.3689557811,6477122.268672797,1330779776.0,paragliders,20111024
927079.6102806923,6477389.779941155,1330782080.0,paragliders,20111064
927049.3855169961,6477383.308656773,1330782208.0,paragliders,20111150
926260.4337219739,6476411.612561243,1332764800.0,paragliders,20112309
926456.5451616541,6476866.799941724,1332939648.0,paragliders,20112478
925878.4738997392,6475633.94059263,1332944512.0,paragliders,20112546
926566.8624594408,6476989.795895648,1333976320.0,paragliders,20113191
926756.7972277884,6476989.6848948235,1333975808.0,paragliders,20113257
929508.4189529316,6479411.681089085,1336053120.0,paragliders,20113760
926605.4584197063,6476985.820833017,1336047360.0,paragliders,20113783
926969.230685587,6476931.236016927,1336394112.0,paragliders,20114031
926567.0636467567,6475619.846613011,1336397696.0,paragliders,20114031
928073.0400787361,6477232.138044094,1336393874.7278032,paragliders,20114378
926742.8778493605,6477090.002222227,1337947520.0,paragliders,20115275
926507.1824949896,6476825.653795067,1343220992.0,paragliders,20118827
926198.5302394616,6476066.107997286,1343220096.0,paragliders,20118886
926342.3825498644,6476565.431201924,1343739264.0,paragliders,20119098
925939.030816847,6475849.946268522,1344344960.0,paragliders,20119533
926065.8443667096,6476471.474730182,1344692224.0,paragliders,20119918
926690.6398358248,6477101.978926227,1344692352.0,paragliders,20119918
926960.709251832,6477441.754682262,1362922240.0,paragliders,20123714
926528.1118184268,6476931.581517,1363872384.0,paragliders,20123955
925328.7516497483,6478995.805212403,1365858816.0,paragliders,20124763
926439.1820401147,6476857.3074723855,1366194432.0,paragliders,20125371
926350.3320427816,6476791.445445875,1366194304.0,paragliders,20125611
926699.40509098,6477020.047997104,1366809088.0,paragliders,20126112
927257.8426066784,6477904.489731399,1366806656.0,paragliders,20126122
926067.3609166353,6476395.930644674,1366806400.0,paragliders,20126230
926408.3271488817,6476777.109922026,1366896128.0,paragliders,20126384
926640.6254500453,6476967.673175052,1366900224.0,paragliders,20126418
927210.6532627153,6477051.549893171,1366805632.0,paragliders,20126428
926427.9070808418,6476798.08087504,1366895616.0,paragliders,20126604
925963.0607895898,6476086.29889769,1366805760.0,paragliders,20126725
926634.8684456822,6476971.634671745,1366806528.0,paragliders,20126762
926641.2452486773,6476900.992329072,1366806528.0,paragliders,20126762
926642.2752045817,6476972.97088559,1366806528.0,paragliders,20126762
926736.9663918376,6477155.947260262,1366809088.0,paragliders,20126762
926017.4901025279,6476130.209613162,1368015360.0,paragliders,20127570
925977.9489993405,6476413.178531553,1370429696.0,paragliders,20128996
927196.5896309672,6476821.369793916,1370605184.0,paragliders,20129212
926380.9958492443,6476712.719615246,1371041920.0,paragliders,20129630
926549.053447128,6476978.710001569,1371040512.0,paragliders,20129655
926593.1194888311,6476962.337796306,1371040512.0,paragliders,20129655
926628.663392218,6477023.693285873,1371040512.0,paragliders,20129655
926159.5285440424,6476504.17493083,1373720576.0,paragliders,20131512
925695.2762222488,6475039.715585037,1373891328.0,paragliders,20131792
926904.6225664658,6477258.226013695,1394806912.0,paragliders,20139348
926836.3602869979,6477143.371948374,1394807936.0,paragliders,20139879
926769.5512686608,6477215.609910093,1394807936.0,paragliders,20139879
926758.2603240807,6477201.168739197,1394807936.0,paragliders,20139879
926894.5351659809,6477174.898430549,1394807296.0,paragliders,20139999
926570.2987226568,6476862.207870362,1396014848.0,paragliders,20140174
926350.0430341,6476797.0425765645,1396008960.0,paragliders,20140227
926727.42385545,6476928.23225757,1396011648.0,paragliders,20140330
927233.1055889685,6477813.789356098,1396013568.0,paragliders,20140406
926314.4785064852,6476605.824477545,1396268160.0,paragliders,20140479
927262.2231569306,6478413.621189348,1396268928.0,paragliders,20140486
926553.8831402921,6476889.755363536,1396267264.0,paragliders,20140488
926847.4317054787,6477158.131077214,1396268800.0,paragliders,20140508
927284.5322350564,6477693.7848827075,1396271488.0,paragliders,20140700
926842.9510251147,6477285.2983946055,1397139072.0,paragliders,20141430
926908.517203424,6477277.611259215,1397227008.0,paragliders,20141740
929981.6397493108,6478487.356089272,1397309824.0,paragliders,20141832
926563.3194375811,6476937.701360129,1397741952.0,paragliders,20142592
926002.4019315334,6476402.642263011,1397734144.0,paragliders,20142602
926707.1331190759,6477089.042662712,1397734272.0,paragliders,20142602
925274.7772938053,6479070.212227012,1397739520.0,paragliders,20142602
925978.6591283539,6475902.930282918,1398344192.0,paragliders,20143345
926694.0607042392,6476971.141621617,1398344320.0,paragliders,20143345
926717.7926755621,6477080.882983685,1394808320.0,paragliders,20144429
926199.3105694517,6476526.373954874,1400326912.0,paragliders,20144869
926625.5517431127,6476912.842174611,1400930816.0,paragliders,20145818
926808.81651072,6477070.582918191,1400933632.0,paragliders,20145857
925985.2136550325,6475795.136266395,1400933888.0,paragliders,20145857
926062.6417944774,6475820.693386522,1400933888.0,paragliders,20145857
926041.5737605365,6475766.11188359,1400933888.0,paragliders,20145857
926003.6898024133,6475763.960550742,1400933888.0,paragliders,20145857
925977.9524525808,6475779.671457432,1400933888.0,paragliders,20145857
927656.9980655275,6479965.00058365,1400930176.0,paragliders,20145949
925840.4832085008,6475615.741288055,1401620608.0,paragliders,20146571
925919.1568496824,6475805.428451944,1401620608.0,paragliders,20146571
925970.800721637,6475944.4296904635,1401620608.0,paragliders,20146571
926650.7243738145,6476881.923098465,1400930560.0,paragliders,20147179
926630.7935865229,6476883.077846267,1400930560.0,paragliders,20147179
926639.9960737646,6476940.081975105,1400930560.0,paragliders,20147179
928328.6642034033,6476917.963048467,1403780864.0,paragliders,20149013
926950.905748911,6477346.435503766,1403866496.0,paragliders,20149164
926275.2824467465,6476645.421621493,1405517440.0,paragliders,20150142
925041.6174457493,6479669.971932624,1405698048.0,paragliders,20150512
926861.149117288,6477236.409542385,1405682816.0,paragliders,20150553
928325.9113247795,6475821.074523215,1408630144.0,paragliders,20152466
925841.8947386155,6475231.965937176,1408625152.0,paragliders,20152697
926727.4382248409,6477126.3968998175,1410008704.0,paragliders,20153740
927037.0058036956,6477679.194699404,1410097280.0,paragliders,20153916
926415.7212619301,6476804.13361859,1426249216.0,paragliders,20157919
926476.9306195794,6476814.847291707,1426252288.0,paragliders,20157919
926318.1060424035,6476743.807633149,1426601344.0,paragliders,20158207
926473.6004951177,6476821.012695252,1426686720.0,paragliders,20158254
926543.7140250385,6476862.248227197,1426681856.0,paragliders,20158295
927127.2540167572,6477686.712472842,1426682752.0,paragliders,20158340
926611.2029158786,6476965.101671038,1426680960.0,paragliders,20158423
926814.3219533493,6477048.936540582,1426684672.0,paragliders,20158423
926832.4683880269,6477118.074325308,1426684672.0,paragliders,20158423
926716.9329877039,6477087.147662269,1426684672.0,paragliders,20158423
926783.04659328,6477177.599938112,1426768512.0,paragliders,20158591
926207.2735714152,6476544.189745355,1426769408.0,paragliders,20158609
926390.2002947682,6476814.731153995,1426769536.0,paragliders,20158609
926418.5070479775,6476878.299694878,1426769536.0,paragliders,20158609
926141.891637392,6476560.615709265,1426768512.0,paragliders,20158611
926339.415204843,6476782.225328625,1426767872.0,paragliders,20158614
926941.7782559741,6477183.866384976,1427118080.0,paragliders,20158841
926817.145095712,6477229.408698584,1427118080.0,paragliders,20158841
926876.3611559749,6477234.470634705,1427118080.0,paragliders,20158841
926954.7651049597,6477306.973999669,1428405888.0,paragliders,20159376
925710.6367634251,6475093.834386585,1428409344.0,paragliders,20159404
926400.6009868648,6476733.651082019,1428406272.0,paragliders,20159447
926795.2583439185,6477185.424068957,1428495616.0,paragliders,20159463
926907.2653779115,6477278.704589308,1428496512.0,paragliders,20159463
926766.1653143517,6477158.689064897,1428496512.0,paragliders,20159463
926453.1140672674,6476855.365971608,1428496000.0,paragliders,20159509
926482.8385877215,6476890.844685462,1428494208.0,paragliders,20159527
926514.4107716932,6476890.678475827,1428494208.0,paragliders,20159527
926449.8139487278,6476852.455709768,1428494208.0,paragliders,20159527
926724.5725332313,6477042.5395313725,1428499584.0,paragliders,20159555
926734.0304068697,6477056.274899616,1428499584.0,paragliders,20159555
926806.3390415644,6477058.131163695,1428499584.0,paragliders,20159555
926753.3939120135,6476953.689234471,1428499712.0,paragliders,20159555
925922.2898345647,6475997.834048401,1428495872.0,paragliders,20159580
926080.9368799309,6476485.564540548,1428493824.0,paragliders,20159626
926276.01123922,6476708.47193705,1428499072.0,paragliders,20159754
926313.3244629889,6476706.638607543,1428499072.0,paragliders,20159754
926274.2154863457,6476712.959391518,1428499072.0,paragliders,20159754
926522.3822978645,6476942.323281306,1428493952.0,paragliders,20160097
926208.393531708,6476588.8095633015,1428498432.0,paragliders,20160097
926445.1789739628,6476965.76157645,1428839040.0,paragliders,20160611
