configuration,window_s,cell,flights,groups,largest_group_fraction,size_balance_index,cells_point,cells_low,cells_high,cells_se,cells_sim_low,cells_sim_high,residual_point,residual_low,residual_high,residual_se,residual_sim_low,residual_sim_high,fit_rms_dex
calendar_1day_seed20260921,1000_10000,alt3_closed_experts,4586,1237,0.006977758395115569,544.2062826683227,0.7693742714393472,0.7636843067595945,0.7747585674131551,0.003299879920942244,0.7604962731214718,0.7782522697572226,0.08681927706826786,0.08054788657839279,0.09346912180787646,0.0038691707621575752,0.07677256552845743,0.0968659886080783,0.0425806526981324
calendar_1day_seed20260922,10_10000,alt0_open_beginners,613,365,0.013050570962479609,238.58349206349206,0.9459583990156022,0.9437875093244399,0.9477939265430536,0.0012097186956875935,0.9427050304710669,0.9492117675601375,0.026719676839179418,0.022776207173996626,0.030830724637004054,0.0024997315914685324,0.020384416547802296,0.033054937130556544,0.01625639925045172
calendar_1day_seed20260922,10_10000,alt0_open_experts,890,459,0.012359550561797753,282.69093504639545,0.9556075315286942,0.9539490294908136,0.9572375891893438,0.0010011131171603095,0.9529151783919678,0.9582998846654205,0.0209225277863766,0.01708436728718745,0.02523680968198887,0.0025026910764915722,0.014579767046545978,0.027265288526207222,0.01406086118007499
calendar_1day_seed20260922,10_10000,alt0_closed_beginners,90,79,0.03333333333333333,69.82758620689656,0.813056130635646,0.7990543966190329,0.826359875375365,0.008274422412925522,0.7908032335791872,0.8353090276921047,-0.023835337314365046,-0.033285931459651016,-0.014636037624043658,0.005633622305085855,-0.038113055693344916,-0.009557618935385172,0.11583707319488952
calendar_1day_seed20260922,10_10000,alt0_closed_experts,65,63,0.03076923076923077,61.231884057971016,0.8285308822047142,0.8129143702167406,0.8415552940269614,0.008824290874419669,0.8047991911421495,0.8522625732672788,-0.023806867311191637,-0.03408452898430678,-0.014727911647853406,0.005928631754317517,-0.03883225062174939,-0.008781484000633884,0.10011453934598893
calendar_1day_seed20260922,10_10000,alt1_open_beginners,932,619,0.0075107296137339056,443.17551020408166,0.9324707179739631,0.930004878901525,0.9345010649130028,0.0013761286814236249,0.9287698131426695,0.9361716228052567,0.02120713097913518,0.01807544873723237,0.02381927618565899,0.0017417000572522525,0.01679300777892504,0.02562125417934532,0.010393885345668378
calendar_1day_seed20260922,10_10000,alt1_open_experts,1015,660,0.009852216748768473,428.7245110278818,0.9504856604746242,0.9483525667635968,0.9525770710390823,0.0012349804043500657,0.9471643541122833,0.9538069668369652,0.023775791913901556,0.021052803341708774,0.02638916986229332,0.0016114064822768013,0.019691881651184684,0.02785970217661843,0.010962276469364094
calendar_1day_seed20260922,10_10000,alt1_closed_beginners,282,250,0.014184397163120567,223.38202247191012,0.8134211175859294,0.8071327398865695,0.819485377355286,0.003723470178652737,0.8034073674480442,0.8234348677238146,-0.015495215182486755,-0.019983512374527605,-0.01109264908641056,0.002674078183761597,-0.022272335330682458,-0.008718095034291051,0.13106551877869257
calendar_1day_seed20260922,10_10000,alt1_closed_experts,489,386,0.016359918200409,294.1217712177122,0.8148749066237608,0.810452845923823,0.8191847020273916,0.00273817853260211,0.8075109599979495,0.8222388532495721,-0.029487707710550093,-0.03321022902495906,-0.02556381761387588,0.002312066676906242,-0.03534735450591475,-0.023628060915185437,0.12529400962569126
calendar_1day_seed20260922,10_10000,alt2_open_beginners,4809,1307,0.008317737575379496,558.9481812688822,0.8838435670067134,0.8819059757703067,0.8856961104167447,0.0011385566949557483,0.8807815786694714,0.8869055553439554,-0.02055448641030022,-0.022778497025739843,-0.01842640648393077,0.0013441405047832197,-0.02396104413635676,-0.017147928684243682,0.0331545707816827
calendar_1day_seed20260922,10_10000,alt2_open_experts,2312,1081,0.007785467128027681,566.1241262444397,0.9065124268925068,0.9042310446886199,0.9087404589024205,0.0013977296956291846,0.9027534291670577,0.9102714246179558,-0.013331908090401634,-0.015633937930278174,-0.011016669143727289,0.0013921478764497813,-0.016860134557394425,-0.009803681623408843,0.020324938219375296
calendar_1day_seed20260922,10_10000,alt2_closed_beginners,8924,1490,0.010309278350515464,437.9263137056507,0.8352422749422735,0.832755043083625,0.8375330404220964,0.0014724253522698807,0.8312823937382153,0.8392021561463318,0.013191475751671677,0.011147256968358638,0.015182471921456692,0.0012349591493668705,0.010061624655994434,0.01632132684734892,0.10821679997266569
calendar_1day_seed20260922,10_10000,alt2_closed_experts,5066,1386,0.008290564547966837,520.8287198636253,0.8581919995055266,0.8558929594733813,0.8605261738042949,0.0014408642679767398,0.8543169974053764,0.8620670016056768,0.020694918749029956,0.018523884212458364,0.023025812301075765,0.0013773786611105234,0.017204123030119454,0.024185714467940458,0.0889676752649126
calendar_1day_seed20260922,10_10000,alt3_open_beginners,4476,1273,0.006702412868632708,539.2306615707596,0.8848053371925882,0.8827867887303736,0.8867529313353005,0.0011785043389329422,0.8816359152769391,0.8879747591082374,-0.027147665837337076,-0.029373346553770746,-0.02488540356696811,0.0013705167291734768,-0.030621070839151682,-0.02367426083552247,0.03547196026147314
calendar_1day_seed20260922,10_10000,alt3_open_experts,2039,970,0.005885237861696911,579.6069984664715,0.8958082174152656,0.8934792732156276,0.8980650211359718,0.0013918038294003124,0.8920651564748368,0.8995512783556945,-0.03159106718055449,-0.033982192078634635,-0.0291482136158862,0.0014860362051898216,-0.03535724199485008,-0.027824892366258895,0.030561456818516634
calendar_1day_seed20260922,10_10000,alt3_closed_beginners,7442,1341,0.0083310937919914,484.9002241367234,0.8555201699780156,0.853312214240329,0.8577946263752928,0.001339751366698724,0.8519170968260062,0.859123243130025,0.025914421174502045,0.023683391103909674,0.028223281045228647,0.0013628803137174866,0.0224603697223933,0.02936847262661079,0.08202955937727667
calendar_1day_seed20260922,10_10000,alt3_closed_experts,4586,1237,0.006977758395115569,544.2062826683227,0.8778763422127974,0.8758962480442124,0.8798440644875777,0.0011993650544968775,0.8746508183322252,0.8811018660933696,0.032824311843389076,0.030562157211460377,0.03514487893311995,0.001416996899815225,0.029233108602592296,0.036415515084185855,0.06425216398317746
calendar_1day_seed20260922,10_100,alt0_open_beginners,613,365,0.013050570962479609,238.58349206349206,0.919974784660145,0.9175892503866949,0.9222271349610386,0.0014104798844777,0.9162794184989116,0.9236701508213785,0.007183593335734817,0.004312270848228955,0.009991150543603633,0.00172221121474893,0.002690227775034984,0.01167695889643465,0.011178333659935336
calendar_1day_seed20260922,10_100,alt0_open_experts,890,459,0.012359550561797753,282.69093504639545,0.9368735696435954,0.9347866565185522,0.9389228204050696,0.001260000272376225,0.9335724503430474,0.9401746889441434,0.010351110056956214,0.007661644143408957,0.012881104601830156,0.0015627326664627975,0.006273834816887454,0.014428385297024974,0.009000590843392995
calendar_1day_seed20260922,10_100,alt0_closed_beginners,90,79,0.03333333333333333,69.82758620689656,0.8943274980380881,0.8854766898212542,0.9033644864542876,0.005353256397116512,0.8803023121704879,0.9083526839056882,-0.0066606326310689745,-0.01226577305479169,-0.0008516278102296548,0.003428808138876068,-0.015606625011985554,0.002285359749847605,0.010249329269303813
calendar_1day_seed20260922,10_100,alt0_closed_experts,65,63,0.03076923076923077,61.231884057971016,0.9038453281697635,0.8961893190185015,0.9112905920134453,0.004653109110940256,0.8916544829529507,0.9160361733865763,-0.0108740707616225,-0.015886280844181467,-0.0058351853793266305,0.003089380913917545,-0.018934474551586325,-0.0028136669716586783,0.010494812275970674
calendar_1day_seed20260922,10_100,alt1_open_beginners,932,619,0.0075107296137339056,443.17551020408166,0.9184180274946773,0.9165128063566789,0.9200673200240452,0.0011014349164937922,0.9155323391810724,0.9213037158082822,0.0031531634096967354,0.0013388342027428556,0.004775586832789663,0.0010676927137503664,0.00036748089393432186,0.0059388459254591484,0.010472659568008878
calendar_1day_seed20260922,10_100,alt1_open_experts,1015,660,0.009852216748768473,428.7245110278818,0.9374972288246206,0.9355788922502222,0.9394772583948263,0.0011509881505944448,0.9344817142394818,0.9405127434097594,0.008501096477411152,0.006829865440557798,0.010339215028793125,0.0010750583390625739,0.00569619654695102,0.011305996407871284,0.00839349204447812
calendar_1day_seed20260922,10_100,alt1_closed_beginners,282,250,0.014184397163120567,223.38202247191012,0.90145979804936,0.8980899426889076,0.9048437220028757,0.0020837459097003174,0.8960005184041444,0.9069190776945757,-0.002002005380367322,-0.004398018799883496,0.0005309874731867114,0.001530028930561702,-0.005993954361179532,0.0019899436004448875,0.009372032110396012
calendar_1day_seed20260922,10_100,alt1_closed_experts,489,386,0.016359918200409,294.1217712177122,0.9075408171852157,0.9052224689464125,0.9100249207522509,0.001433626157404264,0.9037848092844774,0.9112968250859541,-0.009652254506740565,-0.011634608967264487,-0.007551055477211427,0.0012436982395920392,-0.012897147345567291,-0.006407361667913839,0.008767140642969394
calendar_1day_seed20260922,10_100,alt2_open_beginners,4809,1307,0.008317737575379496,558.9481812688822,0.9140467799435892,0.9129774691458258,0.9150720007270009,0.0006524853509731871,0.9123373104834276,0.9157562494037508,-0.00715519931459363,-0.008352240678614653,-0.005909778135049499,0.0007678389220068354,-0.009158543003662208,-0.005151855625525051,0.0073554102799006345
calendar_1day_seed20260922,10_100,alt2_open_experts,2312,1081,0.007785467128027681,566.1241262444397,0.9285856260377751,0.9274446289883287,0.9296030486612213,0.0006513035847447538,0.9268792527287739,0.9302919993467762,-0.006347621482636678,-0.007693258065485381,-0.004986936976059319,0.0008204311300058887,-0.008488181800049278,-0.004207061165224079,0.00701984616068946
calendar_1day_seed20260922,10_100,alt2_closed_beginners,8924,1490,0.010309278350515464,437.9263137056507,0.9148743704228239,0.9137181416850222,0.9159288916721541,0.0006921507777631331,0.9130609801073963,0.9166877607382515,0.005475451819894284,0.004138468238056281,0.0066946075631915455,0.0007790266726831873,0.0034429185324998434,0.007507985107288724,0.0067909791701809075
calendar_1day_seed20260922,10_100,alt2_closed_experts,5066,1386,0.008290564547966837,520.8287198636253,0.9311575558424939,0.9302274162708374,0.9321470327775521,0.0006038449792482424,0.9295755210134251,0.9327395906715628,0.008027368977335358,0.006892089469135404,0.009210358314590366,0.0007123427363509605,0.006168818590761135,0.009885919363909583,0.005672573605683671
calendar_1day_seed20260922,10_100,alt3_open_beginners,4476,1273,0.006702412868632708,539.2306615707596,0.9198270463435921,0.9186401148727673,0.9209637538100578,0.0007045594867995349,0.9179811460122598,0.9216729466749245,-0.006512164570534051,-0.007730958368542951,-0.005276776418572438,0.0007447229548901527,-0.008455197137682828,-0.004569132003385274,0.006864786520556783
