configuration,seed,contrast,point,low,high,se,se_ratio,contains_zero,site_day_contains_zero
grid50km_altitude_month_all_years,20260921,circuit_altitude_closed_1_minus_3,-0.050905885993086875,-0.05820683795201913,-0.04310469095115561,0.004661407218234984,2.2053049610895292,False,False
grid50km_altitude_month_all_years,20260922,open_closed,0.054301860094276955,0.04940204515404764,0.059997609985308516,0.003182400736513837,3.8957391488171518,False,False
grid50km_altitude_month_all_years,20260922,experts_beginners,0.02467126426737709,0.022519404086582533,0.026985975898078583,0.0013853104508782205,1.8984979909185709,False,False
grid50km_altitude_month_all_years,20260922,equipment_alt0,0.013116646245735608,0.010492696248804334,0.016209422416152353,0.001782271126991862,1.2600292861248148,False,False
grid50km_altitude_month_all_years,20260922,alt0_alt1,0.021058841609085555,0.014597328960841737,0.027272944240912582,0.003914803040802383,2.9486760254471056,False,False
grid50km_altitude_month_all_years,20260922,equipment_interaction_0_1,0.0005892996605816325,-0.005369373351854684,0.0068497648455541505,0.003789644034660111,1.529121927211927,True,True
grid50km_altitude_month_all_years,20260922,alt0_alt2,0.08354400755795022,0.07889558962785656,0.0878345868914581,0.0027554559826488555,2.638199794232787,False,False
grid50km_altitude_month_all_years,20260922,equipment_interaction_0_2,-0.007539751394009531,-0.011063761226821673,-0.003452523870445268,0.002311132774542245,1.3602647277729405,False,False
grid50km_altitude_month_all_years,20260922,alt0_alt3,0.07448195415740744,0.06946973771526893,0.07953968616154897,0.0030500639158649906,3.0275923068059405,False,False
grid50km_altitude_month_all_years,20260922,equipment_interaction_0_3,-0.00262878599888694,-0.006302487519324118,0.0014826542479507642,0.0024156511295754524,1.4931206342123848,True,True
grid50km_altitude_month_all_years,20260922,equipment_alt1,0.012527346585153976,0.0070139006355501915,0.018227958352651025,0.0033793715182184733,1.5802140603039259,False,False
grid50km_altitude_month_all_years,20260922,alt1_alt2,0.06248516594886466,0.05568470784619451,0.0689207957990852,0.004033665171756991,2.8935359612276152,False,False
grid50km_altitude_month_all_years,20260922,equipment_interaction_1_2,-0.008129051054591163,-0.01435081008243036,-0.0020681262600277775,0.003743513311958887,1.5842853549726612,False,False
grid50km_altitude_month_all_years,20260922,alt1_alt3,0.05342311254832188,0.04631336106170121,0.06017402300062064,0.0042174231405912605,3.0849728212907017,False,False
