configuration,seed,group,archive_groups,contributing_groups,H,H_low,H_high,H_se_ratio,H_interval_width_ratio,MSD_se_ratio_at_100,full_band_width_pct_at_100,MSD_se_ratio_at_1000,full_band_width_pct_at_1000,MSD_se_ratio_at_10000,full_band_width_pct_at_10000
calendar_3day_all_sites,20260922,open_0,2412,532,0.9534469183293818,0.9518651114810852,0.9549426438499777,1.2720007994036637,1.313355076794103,1.2775946077321167,5.788695479646797,1.2850053828003059,7.227744768948975,1.2763442153458815,8.347695328691938
calendar_3day_all_sites,20260922,closed_0,2412,129,0.8251132326790129,0.8148872301581892,0.8342825937265049,1.0882457016657645,1.0975168373411432,1.0706701653007065,9.47470077003251,1.0995505909712704,15.843964623869878,1.0852464890288251,40.23346239456088
calendar_3day_all_sites,20260922,alt1,2412,1013,0.9285149118613794,0.9258828392569071,0.9308190574940259,1.2519554276679257,1.2320303006035584,1.2613388692252494,4.78706130380294,1.268050081534303,6.706385926635421,1.256793644551594,10.38936460258897
calendar_3day_all_sites,20260922,open_1,2412,797,0.9443164714744285,0.942337996803723,0.9460527932925644,1.244373797677922,1.251576352161721,1.2457644825078744,5.094845706313649,1.2516880919896773,6.750929522564097,1.2556400058862327,8.965940483284681
calendar_3day_all_sites,20260922,closed_1,2412,514,0.8155142025621973,0.8121352976163292,0.8190792498028145,1.0685704646850953,1.1071896613191397,1.1516651973046532,3.7994282313758387,1.1402338615659688,5.7790575111631615,1.125734780496921,15.554585601130983
calendar_3day_all_sites,20260922,alt2,2412,1401,0.8660297459125148,0.8644586571827556,0.8676067082419148,1.487128044173539,1.4723610867617833,1.8058312695889873,1.7108790745226516,1.873296075338886,2.717933308759226,1.4049132823044768,6.18366381932202
calendar_3day_all_sites,20260922,open_2,2412,1054,0.8934705307302684,0.8916914913182817,0.8952313008867336,1.2982357965593885,1.2823847322406068,1.3693193327059927,2.149242612388411,1.3892803318972988,3.1797472267305906,1.2906868240564937,7.022637920349579
calendar_3day_all_sites,20260922,closed_2,2412,1208,0.8457767240497229,0.8432112291710807,0.848010348256683,1.8554846455647538,1.8497868334275396,1.8854172108531524,2.051796785677084,1.9964765545181056,3.4146385016367304,1.7806330844892824,9.52895339782391
calendar_3day_all_sites,20260922,alt3,2412,1250,0.8750917993130573,0.8734868456975413,0.8766181286456399,1.770716548602931,1.7644485705375939,2.0324772370958666,1.9121033472731144,2.0552776384044376,2.9531574925243715,1.6970523617191804,6.255609572048875
calendar_3day_all_sites,20260922,open_3,2412,1008,0.8891615767488434,0.8873339185301525,0.8908631778868719,1.4281113432516994,1.3953488761157675,1.3768674538231105,1.9918656120016736,1.4328031015198786,3.170476146698937,1.370352574119175,6.42854355022038
calendar_3day_all_sites,20260922,closed_3,2412,1036,0.8664200885552841,0.8644637718773248,0.8684843534533749,1.8548854826729622,1.8860725518321817,1.9310086474987957,2.194281235178038,1.9851091327691937,3.331143415013045,1.8632068975984821,8.44486494506569
calendar_3day_all_sites,20260922,mountains,2412,1642,0.870555828222713,0.8691546538149162,0.8718793956974448,1.8923750369179715,1.9232312413606243,2.2961439615920236,1.537918025888538,2.378850729483492,2.427451708974238,1.8113709235712243,5.413539638186129
calendar_3day_all_sites,20260922,lowlands,2412,1156,0.9379143176166245,0.9358128150809993,0.9397934535683183,1.355085880483149,1.279613725252187,1.3475467828964485,4.3390855777894295,1.3570959184834852,6.046857401917698,1.3508535606931114,8.599958592663292
calendar_3day_all_sites,20260922,beginners,2412,1460,0.8698786732345223,0.8683735330092691,0.8713663825122587,1.6319402708710582,1.645576403482746,2.324093044871839,1.6909215416555352,2.2484118657240026,2.648769445412243,1.5744514958714417,5.813784874288455
calendar_3day_all_sites,20260922,beginners_mountains,2412,1353,0.8624103546702508,0.8608407287578038,0.86389404578141,1.798830893938842,1.7572665848408122,2.4404223294475837,1.763048967355003,2.3970877978197405,2.837816347639827,1.720263698870558,6.108331212551904
calendar_3day_all_sites,20260922,beginners_lowlands,2412,710,0.9281761575309168,0.9257838465316706,0.9304007841081913,1.226038548365263,1.2148917518497406,1.1800042353022184,4.160502707817079,1.1923589766862739,5.84700923631145,1.2241245889900279,9.21478717257789
calendar_3day_all_sites,20260922,beginners_alt0,2412,344,0.9396226270351107,0.9364706176770557,0.9422387240170669,1.3015434414261629,1.3226006692501997,1.265662479510399,6.6188024238628405,1.2774470506044449,9.06237457115213,1.2977922673105806,12.188845291714648
calendar_3day_all_sites,20260922,beginners_alt1,2412,591,0.9201659745549252,0.9173866197765878,0.9227161616226647,1.0570709733849204,1.0321313868864075,1.0325790387790044,4.238207715207729,1.04232671601359,6.301566755767148,1.0597475878468845,10.628964357888416
calendar_3day_all_sites,20260922,beginners_alt2,2412,1112,0.8568831605745169,0.8551179438665926,0.858656230495756,1.383625921228882,1.3787761065732562,1.821386992118706,1.9184651012497655,1.8145480777981409,2.9942542333452056,1.3121368173246402,7.063749803119483
calendar_3day_all_sites,20260922,beginners_alt3,2412,1051,0.8679627559631675,0.8659736891862714,0.8697293624772401,1.695729023220081,1.6946485368271298,2.178854084459139,2.0912703590520962,2.082543427028666,3.2698184573865166,1.6528260021076877,7.445929605626054
calendar_3day_all_sites,20260922,experts,2412,1507,0.8945499375018994,0.8928988247187208,0.8963081641419339,1.5401192030007167,1.5851628587004014,1.704055689621069,1.9443147148741307,1.6765777651719487,2.767245876611361,1.5399848796557127,7.117219332908642
calendar_3day_all_sites,20260922,experts_mountains,2412,1320,0.8806300089723654,0.8791554264784027,0.8821576472191319,1.6707807784296946,1.65992381973709,2.0469598646865963,1.9696240241319256,2.0666476381887504,2.7300252843362425,1.6785380951790927,6.348971969938806
calendar_3day_all_sites,20260922,experts_lowlands,2412,847,0.9416163959274051,0.9392740524810925,0.9438344069220578,1.3081650250871562,1.2609249532349835,1.3100005819980542,5.644439550295035,1.3162666485801957,7.61275428075411,1.3067909796978483,10.391233737126065
calendar_3day_all_sites,20260922,experts_alt0,2412,399,0.9527392732808463,0.9506970040755075,0.9546690060725629,1.2152081379512027,1.2446934487388137,1.2026421855221316,6.773779187142225,1.2100551453364563,8.538945611618887,1.2121645861071109,10.549772553752897
calendar_3day_all_sites,20260922,experts_alt1,2412,717,0.9326933211400794,0.9293351815167893,0.935865456252184,1.2485803980637071,1.2504858134232584,1.236472444364775,6.555505354449229,1.2445738723155328,9.030477854786879,1.2449935569595774,13.596470899450104
calendar_3day_all_sites,20260922,experts_alt2,2412,1079,0.8775395582142618,0.8756208579402142,0.8794837420487359,1.4035060999125495,1.403224336505353,1.7227003780239307,2.3429187881115365,1.722214644562367,3.383457409557527,1.3909499446201163,8.271733158581418
calendar_3day_all_sites,20260922,experts_alt3,2412,949,0.88370818820779,0.8820228825983525,0.8854017950543938,1.5089842124093582,1.5177869743931098,1.7035739541314263,2.283982771720976,1.7065469597964633,3.2831095891397917,1.507874966065556,7.344397418505054
calendar_3day_all_sites,20260922,alps,2412,1233,0.8702414810219812,0.8688613807437735,0.8715542002188197,1.8665244599894955,1.8646710126369095,2.187283187998512,1.7192511024203003,2.261743240138066,2.6269292112326874,1.7687975262522178,5.439940863110772
calendar_3day_all_sites,20260922,pyrenees,2412,501,0.8332766107311821,0.8286281283343948,0.8383151203155702,1.2601444768431773,1.1977535443723815,1.3521942483429896,3.9186868385952316,1.3602457492141355,6.474001021964317,1.2502834021308618,19.865599702380617
calendar_3day_all_sites,20260922,channel_coast,2412,325,0.953084655928413,0.9500352340716893,0.9559386631651536,1.3685270733647055,1.3248194125028376,1.3405987430971866,10.670455341481812,1.3492775540547508,13.510289930857809,1.3498285682880593,15.7009026645885
calendar_3day_all_sites,20260922,champagne_lorraine,2412,272,0.9550979395870857,0.9529235573202199,0.95714942788474,1.1994519821075897,1.227329513535457,1.2362883444683674,6.92885825200757,1.2397444026179179,8.63207860215596,1.217622152024318,10.596089919000052
grid50km_altitude_month_all_years,20260921,all,3836,1901,0.8822765078884935,0.8792225107778305,0.885795240553107,3.8666279885713917,3.871434068711574,3.6791538502198593,2.825721934837537,3.4950052516562056,4.163818815265463,4.105833447887996,14.663884725652371
grid50km_altitude_month_all_years,20260921,open,3836,1614,0.9098750335173963,0.9064666120372219,0.9134140506626628,3.265557976949781,3.280687527709989,2.94470432753818,4.137595640148274,2.9808978777310706,6.1471187917574985,3.312622126171798,14.10854693645567
grid50km_altitude_month_all_years,20260921,closed,3836,1062,0.8555731734231193,0.8518869896306815,0.8586489644801497,4.075784978997446,3.9801947999001084,3.75380631988655,3.0011788615254487,3.6818274921193406,4.39641430999344,4.16060215241316,14.815495878421347
grid50km_altitude_month_all_years,20260921,alt0,3836,283,0.9495737534704649,0.9460017230185527,0.952638125175809,2.335776504406369,2.391105519863521,2.311693644986165,10.35588374753899,2.315512167229348,13.186802118904064,2.349699314411746,16.69357314533203
grid50km_altitude_month_all_years,20260921,open_0,3836,243,0.953446918329382,0.9505981418614814,0.9560631483923987,2.334571389084886,2.3322237467403335,2.307086742257087,10.13170067224143,2.3085732928812046,12.59085872009626,2.3558229507900674,15.042363707778176
grid50km_altitude_month_all_years,20260921,closed_0,3836,84,0.8251132326790132,0.8114506370660228,0.8369341892296943,1.4675432089288312,1.442026465571408,1.4500929938675855,12.7447456565126,1.53707453009088,21.472360142142982,1.3626148127440463,51.07137857723879
grid50km_altitude_month_all_years,20260921,alt1,3836,552,0.9285149118613794,0.9230596648410542,0.9341486549702626,2.6976695254443794,2.767700127102281,2.5635309252418077,9.70713032664993,2.599213250779965,13.749506102137403,2.7089617655429077,23.327690306785204
grid50km_altitude_month_all_years,20260921,open_1,3836,479,0.9443164714744285,0.9411784913886672,0.9475270671535334,2.196100608882739,2.1389401333508085,2.22638320058971,9.179152467231162,2.220796296792596,11.964149017973154,2.255949740369839,15.704650842822128
grid50km_altitude_month_all_years,20260921,closed_1,3836,218,0.8155142025621973,0.809107148130634,0.8218369738490582,1.9154309030231962,2.0297276028577476,1.6488178172033234,5.449034471340886,1.8432026826066559,9.352292637845988,1.8262670253747577,25.736135784786576
grid50km_altitude_month_all_years,20260921,alt2,3836,635,0.8660297459125147,0.8628820183043989,0.86938777688017,3.063057043406105,3.0427796712390576,3.222049292443719,3.0933303134392403,3.4602277910173815,5.036991890519806,3.2667725507798107,14.37660649444228
grid50km_altitude_month_all_years,20260921,open_2,3836,535,0.8934705307302684,0.8896865054066372,0.8978106983219104,3.0313297375980617,2.943192495205338,2.8954648961393703,4.545857522194206,2.8838351622495284,6.695997926544913,3.2990176104420184,17.646484569221926
grid50km_altitude_month_all_years,20260921,closed_2,3836,437,0.845776724049723,0.8394894230412584,0.8505354037156814,4.362594766784878,4.257595873197313,3.52296875485989,3.9083506582342493,4.192034050573308,7.070121246544151,4.036096292778502,21.810507852867527
grid50km_altitude_month_all_years,20260921,alt3,3836,431,0.8750917993130575,0.8711266087708064,0.8789157882721408,4.304429230966523,4.389129588284457,4.0158987577766885,3.7989249571846284,4.099784517844391,5.855608125021043,4.303393806933601,15.794442545571272
grid50km_altitude_month_all_years,20260921,open_3,3836,357,0.8891615767488436,0.8850135897557548,0.8934622259352449,3.393999720418701,3.340302824533973,2.9409307963403015,4.238229219942777,3.2318609276259154,7.1880451555706335,3.2500871417275734,15.610501454634937
grid50km_altitude_month_all_years,20260921,closed_3,3836,323,0.8664200885552842,0.8620605125050016,0.870226096131347,3.8765040361384644,3.830511296942894,3.794591041288728,4.346275125429847,3.7314572667419834,6.389721662739749,3.867701248493468,17.636965498997217
grid50km_altitude_month_all_years,20260921,mountains,3836,1066,0.870555828222713,0.8677938978986857,0.8732327540984341,3.8239232971205763,3.8389611242431108,3.9395606087528856,2.704793602118708,3.7836412126180456,3.829360546427198,4.101171663571909,11.94088608953112
grid50km_altitude_month_all_years,20260921,lowlands,3836,835,0.9379143176166245,0.9343187775597943,0.9413156589080454,2.444036870609918,2.2492133952141966,2.230198242266623,7.234577315349364,2.2616656492972855,9.976940176902035,2.3885696720049316,15.272298581805563
grid50km_altitude_month_all_years,20260921,beginners,3836,1401,0.8698786732345224,0.8667601444130719,0.8733534500757454,3.806522156627498,3.6252368214995663,3.3562510559470833,2.54017182904756,3.3367602850838365,3.945805324924572,4.076817504432312,14.704910054043118
grid50km_altitude_month_all_years,20260921,beginners_mountains,3836,858,0.8624103546702506,0.8593910709592598,0.8654470398693409,3.6582853014042604,3.4853740120150634,3.3947554278669956,2.53191398549854,3.405289611024254,3.9688016924179226,3.923840764326679,13.581217540732478
grid50km_altitude_month_all_years,20260921,beginners_lowlands,3836,543,0.9281761575309166,0.9249947719071829,0.9313616181776866,1.7209496542080986,1.675359237834712,1.5069498814975355,5.2834577774876195,1.5420102508436917,7.642338775946371,1.6751986359143514,12.807412991308565
grid50km_altitude_month_all_years,20260921,beginners_alt0,3836,167,0.9396226270351107,0.9361016974843418,0.94295011881086,1.5639860609018168,1.5703120046401284,1.5996615679271156,8.095729271799813,1.601802792549522,11.11980800178956,1.5949389554016442,14.54952728844253
grid50km_altitude_month_all_years,20260921,beginners_alt1,3836,376,0.9201659745549254,0.9154027267638768,0.9247270026706835,1.836660466843845,1.8057608142223494,1.6119027485112272,6.540377580762077,1.6536291735701525,9.540484012978663,1.8095561812285381,18.168908421956463
grid50km_altitude_month_all_years,20260921,beginners_alt2,3836,499,0.8568831605745169,0.8538156662154911,0.860755921478224,2.7286096813996004,2.7044327191881066,2.637354426689904,2.892640270362559,2.9370802600468284,4.9372435635023955,3.0152566478475307,16.48159726061768
grid50km_altitude_month_all_years,20260921,beginners_alt3,3836,359,0.8679627559631675,0.8635462227267847,0.8728257563059394,4.093547237722414,4.187144829708169,3.6307050857820715,3.5499071589973394,3.8133898598604667,6.167322108866848,4.23259623845102,18.607680772099535
grid50km_altitude_month_all_years,20260921,experts,3836,1400,0.8945499375018995,0.8916241168737379,0.8977817555029106,2.7312357369890607,2.862976911540383,2.354558618336611,2.6382475232914944,2.3281755064204517,4.03179805409746,2.8529811871053945,13.54321673520009
grid50km_altitude_month_all_years,20260921,experts_mountains,3836,809,0.8806300089723653,0.8781671296138065,0.8828937120866301,2.541459843569151,2.6133211079896066,2.5842314560581356,2.4825279797284834,2.5296818961839866,3.3700068279063626,2.6246537705399735,10.39015116185171
grid50km_altitude_month_all_years,20260921,experts_lowlands,3836,591,0.9416163959274049,0.9373096748534772,0.945632364660399,2.2802504751670827,2.3011999158032497,2.1021333782717604,8.660149388096384,2.1282653127800657,12.080254401785146,2.2429842424462385,18.269060667974465
grid50km_altitude_month_all_years,20260921,experts_alt0,3836,197,0.9527392732808463,0.9492727632814196,0.9559703152947613,2.0824179398332463,2.098790262385049,1.948400807347433,11.00801684788637,1.9814441265208411,13.937936373759692,2.0340864167813053,17.091795327970974
grid50km_altitude_month_all_years,20260921,experts_alt1,3836,394,0.9326933211400794,0.9262332483277056,0.9395368651575916,2.4301448867420823,2.5475167258772116,2.3849430520355845,12.294200614496129,2.3931411346021187,17.340998649623884,2.4581876253109782,28.500602480548743
grid50km_altitude_month_all_years,20260921,experts_alt2,3836,489,0.877539558214262,0.87430133821004,0.880473897978676,2.2263897237310126,2.24223296442578,1.9320052325287287,2.6312297359362677,2.3427874609898245,4.455875837367741,2.1713733158693915,13.363981272780867
grid50km_altitude_month_all_years,20260921,experts_alt3,3836,320,0.8837081882077901,0.8802397896794967,0.8866422861786825,2.78766259713419,2.8759625815955063,2.527926075378847,3.5445958541487492,2.6069376968821,5.020859149180099,2.691186922163062,13.294212968040705
grid50km_altitude_month_all_years,20260921,alps,3836,357,0.8702414810219812,0.8670373359210755,0.8731954343100548,4.347971570691,4.264239643728367,4.369518036292796,3.359951461999523,4.182398923173714,4.6921837503094075,4.600899075754228,14.198831216847807
grid50km_altitude_month_all_years,20260921,pyrenees,3836,173,0.833276610731182,0.8251030707458775,0.8416324647033538,2.157977044402396,2.0437861657538434,2.6060914310110785,7.791619657637448,2.37495963989785,11.287547138091416,1.9984783432745248,31.7876750767508
grid50km_altitude_month_all_years,20260921,channel_coast,3836,99,0.953084655928413,0.9481208280150779,0.9579015809072888,2.2502282004501195,2.194949934240731,2.1238102157180774,16.756060559296753,2.133270202333451,21.57607741770126,2.215161175841517,26.033124407706122
grid50km_altitude_month_all_years,20260921,champagne_lorraine,3836,132,0.9550979395870857,0.9509899690751207,0.9588469543120014,2.2313877525691637,2.281922676382603,1.8683574840536479,10.817695514423862,1.9514593344505453,14.27942292201966,2.098950600434671,19.123111443576573
grid50km_altitude_month_all_years,20260922,all,3836,1901,0.8822765078884935,0.8789952330792287,0.8856259154586139,3.895593931134385,3.9055690010134105,3.7461442459486123,2.959064200680576,3.486197460570054,4.2004621271200975,4.168845846551509,14.704468487612441
grid50km_altitude_month_all_years,20260922,open,3836,1614,0.9098750335173963,0.9064136761020544,0.9133746450475693,3.3228891287511213,3.287076753251352,2.967288236225319,4.024470948543824,3.0010908831028558,6.1968239281765145,3.3626229047123486,13.899818041996879
grid50km_altitude_month_all_years,20260922,closed,3836,1062,0.8555731734231193,0.8520101264169881,0.8585655915028498,3.9949955313239935,3.8586402088918694,3.7391294107340523,3.0842650082798815,3.595908834406927,4.327607668537873,4.087115930257676,14.884838448331582
grid50km_altitude_month_all_years,20260922,alt0,3836,283,0.9495737534704649,0.9465293721752945,0.9526751680643214,2.2300617265365124,2.2143393552692734,2.1975223939236326,9.833117795367212,2.2023958035881126,12.610294928661002,2.250643564283052,15.757240977634556
grid50km_altitude_month_all_years,20260922,open_0,3836,243,0.953446918329382,0.9508812385726958,0.9561898073663466,2.2075332866382813,2.265463020348673,2.1769001652410576,9.725220497434124,2.176675522535854,12.08290057378339,2.2348637408112513,14.432287504878401
grid50km_altitude_month_all_years,20260922,closed_0,3836,84,0.8251132326790132,0.8119025111690035,0.8379667335944395,1.4793668760039764,1.474884596174898,1.4364971344994741,12.825678884496524,1.5373716060724836,21.932186503854886,1.3791095342724482,52.26985765572817
grid50km_altitude_month_all_years,20260922,alt1,3836,552,0.9285149118613794,0.9227309636416839,0.9339301916460254,2.779140634812311,2.795214389218332,2.597070785457468,9.391496675335903,2.644820386465635,13.567382546301758,2.7710354928905345,22.80554296520019
grid50km_altitude_month_all_years,20260922,open_1,3836,479,0.9443164714744285,0.9408211957324814,0.9474060355516293,2.18044356625682,2.2185413992863814,2.197740906599889,9.00826525777418,2.1908667727350113,11.74202738558096,2.23068000586524,15.943019281027597
grid50km_altitude_month_all_years,20260922,closed_1,3836,218,0.8155142025621973,0.8093682980539426,0.8215505026638864,1.8744600905807687,1.9424112715601816,1.636183606603855,5.370029074492951,1.8347516396201762,9.194867850212376,1.7618257650311822,24.73550227680781
grid50km_altitude_month_all_years,20260922,alt2,3836,635,0.8660297459125147,0.8628525285722874,0.8692211899062524,2.989583794756863,2.9786585244900605,3.01070314269482,2.8889498362954154,3.2058830742836766,4.686277627683963,3.251551176125458,14.669633439312028
grid50km_altitude_month_all_years,20260922,open_2,3836,535,0.8934705307302684,0.8895252533856317,0.8975421123848183,2.981765048772884,2.904308094059065,2.8113357224329683,4.488326278111894,2.7884057405948357,6.553773796658696,3.245941219506092,17.587113376649064
grid50km_altitude_month_all_years,20260922,closed_2,3836,437,0.845776724049723,0.83968094588002,0.8503704589636087,4.149880514490401,4.12019793738719,3.288982078386178,3.592066420197468,3.920394055270175,6.723649665353545,3.8386130275482766,21.305796496871714
grid50km_altitude_month_all_years,20260922,alt3,3836,431,0.8750917993130575,0.8711191846702432,0.8790131771823865,4.460677545673494,4.448190736753262,4.201129937274505,4.016955777833199,4.261380534171785,5.9836248737592,4.512134612967084,16.263025255894185
grid50km_altitude_month_all_years,20260922,open_3,3836,357,0.8891615767488436,0.8848293222941922,0.8936417790769859,3.5543135157370536,3.4841450924480544,3.082390688977472,4.568660221585488,3.381518906008403,7.680279005319753,3.413348324591163,16.398574742876608
grid50km_altitude_month_all_years,20260922,closed_3,3836,323,0.8664200885552842,0.862239781654096,0.8702011874545668,3.861267156712853,3.7347305782108253,3.8732742700322262,4.522181140869874,3.754365443317999,6.25958306231737,3.9300921044427253,17.39353888129258
grid50km_altitude_month_all_years,20260922,mountains,3836,1066,0.870555828222713,0.8678619582938819,0.8731871078311262,3.801098184302486,3.7587024373263143,3.979089905656289,2.765341772832249,3.733052145208233,3.841162448102848,4.111680036548551,12.039664627560578
grid50km_altitude_month_all_years,20260922,lowlands,3836,835,0.9379143176166245,0.9341382326621217,0.9414662687633291,2.4801824788489086,2.355666208855857,2.1955843519398432,7.217135355432981,2.240617840017428,10.101960046080869,2.4016212412576836,15.532589892726907
grid50km_altitude_month_all_years,20260922,beginners,3836,1401,0.8698786732345224,0.8666895741995281,0.8732380932001728,3.729481616243611,3.6006115023341008,3.2953213617733477,2.412620947928779,3.1805802551644615,3.6844195648821176,4.02955070453219,14.708713871269389
grid50km_altitude_month_all_years,20260922,beginners_mountains,3836,858,0.8624103546702506,0.8594742643837358,0.8656449238077253,3.5633575559226967,3.551381506857997,3.3362767732128167,2.4564399211360404,3.2436607032261042,3.760816988349017,3.8659995630594253,13.635371201177666
grid50km_altitude_month_all_years,20260922,beginners_lowlands,3836,543,0.9281761575309166,0.9247293100746119,0.9311971061560269,1.724613864816632,1.7019229698744722,1.4570166052215114,5.192884373629464,1.5003061357217369,7.49457937633113,1.6565675486272642,12.581439930072667
grid50km_altitude_month_all_years,20260922,beginners_alt0,3836,167,0.9396226270351107,0.9360918496993171,0.9427184613878117,1.5048887873021612,1.5194520588618647,1.5114803837379522,7.944038713608495,1.514213901151903,10.778867812797378,1.5268166543684132,14.42735618571718
grid50km_altitude_month_all_years,20260922,beginners_alt1,3836,376,0.9201659745549254,0.9153906481448991,0.9246097073159899,1.792963768863558,1.785384298098716,1.576643859190895,6.487348306385821,1.6140744406299206,9.624896845055162,1.7614718022184004,17.84729526557416
grid50km_altitude_month_all_years,20260922,beginners_alt2,3836,499,0.8568831605745169,0.8535363240180437,0.8604395435066857,2.6330172211875467,2.690000863955111,2.46773580696445,2.60320134418369,2.731291101153341,4.6327762795679215,2.932593342890744,16.192771107243615
grid50km_altitude_month_all_years,20260922,beginners_alt3,3836,359,0.8679627559631675,0.8632539072053292,0.8725420108820106,4.153929901067726,4.191011860226746,3.7617343046514393,3.7074470662065218,3.8875973915229993,6.331043244588973,4.341421121504507,18.806851888473794
grid50km_altitude_month_all_years,20260922,experts,3836,1400,0.8945499375018995,0.8915918210742423,0.8978327147909404,2.7559888924428977,2.901686132348532,2.423796870306205,2.8335965909710543,2.35309825073161,4.045134423087935,2.912534061291622,13.555687574198712
grid50km_altitude_month_all_years,20260922,experts_mountains,3836,809,0.8806300089723653,0.8784173970929926,0.8828286429071619,2.55422707541232,2.438971892478715,2.6044497430220117,2.53815082382906,2.5296977908464617,3.4853299008220273,2.6333448169120945,10.527467109016087
grid50km_altitude_month_all_years,20260922,experts_lowlands,3836,591,0.9416163959274049,0.9374095619634512,0.9455717576539353,2.325768550985359,2.2568237518705034,2.118687265244325,8.891525231952814,2.150948199125565,11.980490407184398,2.2813496572828607,18.230930825816817
grid50km_altitude_month_all_years,20260922,experts_alt0,3836,197,0.9527392732808463,0.9495408865537666,0.955818385688661,1.9741698849181228,1.9671596473161765,1.8489487557394397,10.209367744427217,1.8797244800972048,13.100604481292908,1.9390498067921549,16.263911144246382
grid50km_altitude_month_all_years,20260922,experts_alt1,3836,394,0.9326933211400794,0.9257504389073148,0.9393506643843202,2.5445343512180667,2.604314474883267,2.4708318596393717,12.451894383979539,2.4899157088163473,17.558685483886773,2.5640017212017243,28.90050921029127
grid50km_altitude_month_all_years,20260922,experts_alt2,3836,489,0.877539558214262,0.8744315091118096,0.880514070823815,2.1644791767202745,2.2095404321741383,1.841546426819196,2.4035015877622827,2.1869400657430647,4.176121280247617,2.185048899239945,12.850360134598768
grid50km_altitude_month_all_years,20260922,experts_alt3,3836,320,0.8837081882077901,0.8804175556297376,0.886941821703851,2.9537407759029524,2.930660735841029,2.6882856737888847,3.7035532788163583,2.778174801160908,5.398324102501684,2.870057972733392,13.238125071522129
grid50km_altitude_month_all_years,20260922,alps,3836,357,0.8702414810219812,0.867030635197203,0.8734447233976623,4.423827889555006,4.441502466364842,4.412686728142229,3.4624916538686574,4.1861165865087395,4.688243904119897,4.719983185973374,14.582495471979184
grid50km_altitude_month_all_years,20260922,pyrenees,3836,173,0.833276610731182,0.8249537943805997,0.8418036200657251,2.187910498243692,2.0834061260332426,2.7463867030713405,8.000984903252194,2.5076645102490214,11.782751926260893,2.0342745001325317,32.26057111904899
grid50km_altitude_month_all_years,20260922,channel_coast,3836,99,0.953084655928413,0.9483839059223098,0.9581552195747375,2.184929523532158,2.192831625050237,2.0658856888624015,17.084371536529307,2.0730752662789795,21.4651436348525,2.1597807773426188,25.93848150726407
grid50km_altitude_month_all_years,20260922,champagne_lorraine,3836,132,0.9550979395870857,0.950830407139737,0.9587438669118798,2.266529656856879,2.2983247083029292,1.849368496325058,10.558481822704918,1.9468403510267602,13.859981185597244,2.0915900262894835,18.928489430789718
