discipline,statistic,days,offset_days,seed,archive_blocks,contributing_blocks,cohort_flights,flights_per_block_median,flights_per_block_p95,largest_block_fraction,size_balance_index,point,se,se_monte_carlo,low,high,valid_replicates,invalid_replicates,se_ratio
para,msd_1000,16,10,20260919,505,454,46273,31.0,417.9999999999993,0.01828279990491215,157.0281771926931,38415664.97888112,355466.39184938575,7714.80266112197,37826365.589992784,38987845.10993707,1000,0,2.555749116194832
para,msd_10000,16,10,20260919,505,454,46273,31.0,417.9999999999993,0.01828279990491215,157.0281771926931,1444562811.0101783,30422047.985689733,642359.633442901,1396060289.861731,1495703345.5446155,1000,0,1.936837862873633
para,hurst,16,10,20260919,505,454,46273,31.0,417.9999999999993,0.01828279990491215,157.0281771926931,0.8822765078884934,0.0010262355027430402,2.1998750850827018e-05,0.8805971310665186,0.8839543160967924,1000,0,1.9801551716886956
para,msd_100,32,0,20260918,262,237,46273,60.0,716.3999999999996,0.024636397034988006,89.3778933413801,614697.147377537,4568.678446180585,100.06837114238158,607368.4117450415,622073.9134661242,1000,0,3.1527484685257967
para,msd_1000,32,0,20260918,262,237,46273,60.0,716.3999999999996,0.024636397034988006,89.3778933413801,38415664.97888109,422587.2653564707,8978.782354921295,37718046.13253755,39098359.680539355,1000,0,3.038337954626124
para,msd_10000,32,0,20260918,262,237,46273,60.0,716.3999999999996,0.024636397034988006,89.3778933413801,1444562811.010179,34517022.09586201,737724.3674447202,1388653426.0799387,1501783659.7740805,1000,0,2.1975468364377972
para,hurst,32,0,20260918,262,237,46273,60.0,716.3999999999996,0.024636397034988006,89.3778933413801,0.8822765078884934,0.0011770785781841566,2.44271698710273e-05,0.8803479330785541,0.8842733567951642,1000,0,2.2712118493711326
para,msd_100,32,0,20260919,262,237,46273,60.0,716.3999999999996,0.024636397034988006,89.3778933413801,614697.147377537,4519.817630702489,93.79296345433413,607286.1668805985,621752.3733312797,1000,0,3.119030652097225
para,msd_1000,32,0,20260919,262,237,46273,60.0,716.3999999999996,0.024636397034988006,89.3778933413801,38415664.97888109,416713.4936478154,8853.376567595998,37717473.36059599,39089989.33189695,1000,0,2.996106432329393
para,msd_10000,32,0,20260919,262,237,46273,60.0,716.3999999999996,0.024636397034988006,89.3778933413801,1444562811.010179,34515152.9467274,775779.9443307027,1385696591.8326287,1501049452.1026776,1000,0,2.1974278359412835
para,hurst,32,0,20260919,262,237,46273,60.0,716.3999999999996,0.024636397034988006,89.3778933413801,0.8822765078884934,0.0011729692966831536,2.7038751402018583e-05,0.8802482846801536,0.8841418820569428,1000,0,2.2632828554955684
para,msd_100,32,10,20260918,260,238,46273,59.0,751.3999999999992,0.023707129427527934,88.21288357087927,614697.147377537,4205.692356380356,87.42842395812451,607549.4405872717,621754.938176276,1000,0,2.9022594371363013
para,msd_1000,32,10,20260918,260,238,46273,59.0,751.3999999999992,0.023707129427527934,88.21288357087927,38415664.97888112,388301.72935277404,8121.237713333411,37773169.270702064,39050737.08624296,1000,0,2.7918301824459584
para,msd_10000,32,10,20260918,260,238,46273,59.0,751.3999999999992,0.023707129427527934,88.21288357087927,1444562811.0101795,32448668.098294858,712607.8521538398,1389960814.166824,1498015318.3747106,1000,0,2.0658638432941894
para,hurst,32,10,20260918,260,238,46273,59.0,751.3999999999992,0.023707129427527934,88.21288357087927,0.8822765078884935,0.0010883593611759664,2.38885860347349e-05,0.8804799562482161,0.8840527491005307,1000,0,2.1000252007730595
para,msd_100,32,10,20260919,260,238,46273,59.0,751.3999999999992,0.023707129427527934,88.21288357087927,614697.147377537,4259.627268842662,91.4181078299918,607540.6470293269,621149.753349948,1000,0,2.9394787806879936
para,msd_1000,32,10,20260919,260,238,46273,59.0,751.3999999999992,0.023707129427527934,88.21288357087927,38415664.97888112,394106.88120418985,8744.348046594023,37739572.28561172,39019214.97326141,1000,0,2.833568338439955
para,msd_10000,32,10,20260919,260,238,46273,59.0,751.3999999999992,0.023707129427527934,88.21288357087927,1444562811.0101795,32092644.301398456,783009.5711397545,1392190855.7202528,1496767248.1024451,1000,0,2.043197375532474
para,hurst,32,10,20260919,260,238,46273,59.0,751.3999999999992,0.023707129427527934,88.21288357087927,0.8822765078884935,0.0010807250918715748,2.6124721819411496e-05,0.88042851801363,0.883949309524457,1000,0,2.0852946269381567
para,msd_100,32,21,20260918,261,241,46273,57.0,762.0,0.024960560153869427,87.18072915447307,614697.1473775372,4322.0301735234425,101.1398983617652,607654.5676812608,621617.744346908,1000,0,2.982541706757647
para,msd_1000,32,21,20260918,261,241,46273,57.0,762.0,0.024960560153869427,87.18072915447307,38415664.97888109,396089.3141604653,9181.63926807199,37775380.86139102,39051101.1486557,1000,0,2.8478217288928653
para,msd_10000,32,21,20260918,261,241,46273,57.0,762.0,0.024960560153869427,87.18072915447307,1444562811.0101788,33154743.168735884,718068.3035984354,1394493828.5926766,1500733842.2215757,1000,0,2.11081653454971
para,hurst,32,21,20260918,261,241,46273,57.0,762.0,0.024960560153869427,87.18072915447307,0.8822765078884934,0.001121830174814959,2.4942135088205077e-05,0.8805468464927838,0.8841620305734086,1000,0,2.164608237074889
para,msd_100,32,21,20260919,261,241,46273,57.0,762.0,0.024960560153869427,87.18072915447307,614697.1473775372,4257.568921322417,91.56362336465664,607350.6291416287,621562.6804383488,1000,0,2.938058358553105
para,msd_1000,32,21,20260919,261,241,46273,57.0,762.0,0.024960560153869427,87.18072915447307,38415664.97888109,390049.2864233778,8366.181393599316,37755504.84602202,39010733.60667395,1000,0,2.8043948511209877
para,msd_10000,32,21,20260919,261,241,46273,57.0,762.0,0.024960560153869427,87.18072915447307,1444562811.0101788,33505209.304794796,711549.3657704615,1388896508.4701,1499245063.088267,1000,0,2.1331291705133775
para,hurst,32,21,20260919,261,241,46273,57.0,762.0,0.024960560153869427,87.18072915447307,0.8822765078884934,0.0011232798135173104,2.4082376126543208e-05,0.8803556785588116,0.8841079415695037,1000,0,2.1674053626526617
para,msd_100,64,0,20260918,136,125,46273,139.0,1342.8,0.034750286344088346,50.38818225287519,614697.1473775371,4837.652074476082,112.5840423818898,606736.4752450378,622980.4387716509,1000,0,3.338361486529151
para,msd_1000,64,0,20260918,136,125,46273,139.0,1342.8,0.034750286344088346,50.38818225287519,38415664.978881106,436713.8707655639,10164.52058376276,37694685.84039181,39144102.96865933,1000,0,3.139906091915516
para,msd_10000,64,0,20260918,136,125,46273,139.0,1342.8,0.034750286344088346,50.38818225287519,1444562811.0101788,34562601.616111994,779628.800119942,1384500668.7847087,1498369587.0811548,1000,0,2.200448683829311
para,hurst,64,0,20260918,136,125,46273,139.0,1342.8,0.034750286344088346,50.38818225287519,0.8822765078884934,0.0011744540052599306,2.6656271244310748e-05,0.8802754644745509,0.8840553248455606,1000,0,2.2661476495500494
para,msd_100,64,0,20260919,136,125,46273,139.0,1342.8,0.034750286344088346,50.38818225287519,614697.1473775371,4552.849274141365,99.10549034773531,607050.0864370649,622286.4303958912,1000,0,3.141825091340781
para,msd_1000,64,0,20260919,136,125,46273,139.0,1342.8,0.034750286344088346,50.38818225287519,38415664.978881106,415569.01308968465,9236.36599211561,37737365.72682161,39086505.13928714,1000,0,2.987877791754606
para,msd_10000,64,0,20260919,136,125,46273,139.0,1342.8,0.034750286344088346,50.38818225287519,1444562811.0101788,32719800.30424686,708739.6651960232,1389945900.3329163,1498042670.0266428,1000,0,2.0831256371937754
para,hurst,64,0,20260919,136,125,46273,139.0,1342.8,0.034750286344088346,50.38818225287519,0.8822765078884934,0.001107907718174988,2.444645813080921e-05,0.8805060568882506,0.8841403652602169,1000,0,2.13774439885787
