configuration,window_s,contrast,point,low,high,se,sim_low,sim_high
site_day,100_1000,equipment_alt3_open,0.006093636813656711,0.004576930804095397,0.007643961093938395,0.0009520385012036459,0.003507298243359735,0.008679975383953688
site_day,100_1000,equipment_alt3_closed,0.011348639696474372,0.01022836878248754,0.012483966874550844,0.0006754122079480625,0.009513793057334243,0.013183486335614501
site_day,100_1000,attenuation_beginners,0.06980829701129665,0.060928216731114725,0.08061502309686779,0.006084794057764869,0.053278148762024496,0.0863384452605688
site_day,100_1000,attenuation_experts,0.0764101185400321,0.0666209986010391,0.08687276320548709,0.0060162964295807485,0.06006605316190694,0.09275418391815726
site_day,100_1000,attenuation_experts_minus_beginners,0.006601821528735452,-0.007927656534965468,0.019076303051148213,0.008368116770763578,-0.016131275018948513,0.029334918076419417
site_day,1000_10000,circuit_alt0_beginners,0.36248751914409827,0.3254934406197297,0.4045554514142838,0.02466341620880417,0.2949973638444102,0.4299776744437863
site_day,1000_10000,circuit_alt0_experts,0.32664630393057936,0.29088939078818016,0.3681563885792511,0.023346824251796273,0.2627589340233327,0.390533673837826
site_day,1000_10000,circuit_alt1_beginners,0.3673820782511966,0.3494741070753116,0.3853952813721566,0.011072076217027174,0.3370839177266868,0.39768023877570646
site_day,1000_10000,circuit_alt1_experts,0.3770912061139009,0.36415375477018186,0.39022333431133915,0.008017120233035474,0.3551527737003618,0.39902963852744
site_day,1000_10000,circuit_alt2_beginners,0.1880661506990836,0.18105932654141432,0.19399682418936265,0.003815367006386534,0.17762559738699163,0.1985067040111756
site_day,1000_10000,circuit_alt2_experts,0.17666813355444622,0.16986167830576115,0.1832411670970819,0.004038530367533363,0.1656169053150251,0.18771936179386733
site_day,1000_10000,circuit_alt3_beginners,0.11477680244921418,0.1100313759927718,0.12004250340005596,0.0029684390192322575,0.10665382351111707,0.12289978138731128
site_day,1000_10000,circuit_alt3_experts,0.0807265539919566,0.07479965371316437,0.08632516968082163,0.0035549165881215822,0.07099870969907567,0.09045439828483755
site_day,1000_10000,equipment_alt0_open,0.007924333837114661,0.005320067044109328,0.010528875962500345,0.001575086926786287,0.003614190408510163,0.012234477265719159
site_day,1000_10000,equipment_alt0_closed,0.04376554905063357,-0.014969193918265445,0.1032931343120868,0.035108467262689194,-0.05230694503666446,0.13983804313793158
site_day,1000_10000,equipment_alt1_open,0.020716195867310883,0.01671774032741121,0.024734843947724888,0.00245764185536297,0.013990986793060635,0.02744140494156113
site_day,1000_10000,equipment_alt1_closed,0.011007068004606602,-0.010319297170498478,0.03376213192952708,0.013405714443654102,-0.025676972115614635,0.04769110812482784
site_day,1000_10000,equipment_alt2_open,0.04762087407054061,0.041834545396518194,0.05345906193435627,0.0035584120284373505,0.03788346468709173,0.05735828345398949
site_day,1000_10000,equipment_alt2_closed,0.059018891215178004,0.0535664129248562,0.06416939375017222,0.0032154443147760243,0.05021999513669127,0.06781778729366474
site_day,1000_10000,equipment_alt3_open,0.021496380594511644,0.015908519089144195,0.027016629753919386,0.003393114593712327,0.012211299041310771,0.03078146214771252
site_day,1000_10000,equipment_alt3_closed,0.055546629051769214,0.051199043936854226,0.06003665279328438,0.002665979490189555,0.048251314878931834,0.0628419432246066
site_day,1000_10000,attenuation_beginners,0.2477107166948841,0.20949020896937706,0.28987932353153584,0.024780131868230745,0.17990117506550365,0.31552025832426456
site_day,1000_10000,attenuation_experts,0.24591974993862276,0.20871047624968964,0.2880457789011668,0.02363279137064418,0.18124984588856907,0.31058965398867644
site_day,1000_10000,attenuation_experts_minus_beginners,-0.0017909667562613363,-0.06112917395642409,0.056872256947841184,0.035390947474140094,-0.09863645324568669,0.09505451973316402
calendar_1day_seed20260921,10_10000,circuit_alt0_beginners,0.13290226837995622,0.12034405910903653,0.14691085140735693,0.008030808900854398,0.11159316646754133,0.1542113702923711
calendar_1day_seed20260921,10_10000,circuit_alt0_experts,0.12707664932398,0.11297479384028582,0.14201892192887572,0.008928074760515317,0.10338672502093259,0.1507665736270274
calendar_1day_seed20260921,10_10000,circuit_alt1_beginners,0.1190496003880337,0.11312129120492737,0.1255233951034955,0.0038044441406990064,0.10895481555189847,0.12914438522416893
calendar_1day_seed20260921,10_10000,circuit_alt1_experts,0.1356107538508634,0.13070917698402257,0.14041178735184776,0.0029659559747250465,0.12774082954891322,0.1434806781528136
calendar_1day_seed20260921,10_10000,circuit_alt2_beginners,0.04860129206443986,0.046027142833165655,0.051517778596999374,0.0016480525840613745,0.044228317821826985,0.052974266307052736
