discipline,statistic,side_km,shift_x_km,shift_y_km,months,month_offset,pool_terrain,config_index,seed,rng_seed,replicate_key,groups,flights,singleton_groups,singleton_group_fraction,flights_in_singletons_fraction,flights_per_group_median,flights_per_group_p95,largest_group_flights,largest_group_fraction,size_balance_index,years_per_group_median,groups_with_multiple_years,archive_groups,unknown_archive_flights,point,se,se_monte_carlo,low,high,valid_replicates,invalid_replicates,se_ratio_site_day,se_ratio_grid
hang,hurst,50,0.0,0.0,1,0,False,0,20260918,3104056205,config_0_seed_20260918,267,2326,116,0.4344569288389513,0.04987102321582115,2.0,27.69999999999999,311,0.13370593293207222,20.711885948793334,1.0,127,579,0,0.8518430396421116,0.0032141607462140894,8.083534726569394e-05,0.8473103564834507,0.8577614962455461,1000,0,2.0011717517718246,0.987113008688114
hang,msd_100,50,0.0,0.0,1,0,False,0,20260919,2714469867,config_0_seed_20260919,267,2326,116,0.4344569288389513,0.04987102321582115,2.0,27.69999999999999,311,0.13370593293207222,20.711885948793334,1.0,127,579,0,1542699.114874741,33095.98068479531,761.427510348975,1485045.1962492305,1593926.6715362216,1000,0,2.130157836067154,0.9675330696107313
hang,msd_1000,50,0.0,0.0,1,0,False,0,20260919,2714469867,config_0_seed_20260919,267,2326,116,0.4344569288389513,0.04987102321582115,2.0,27.69999999999999,311,0.13370593293207222,20.711885948793334,1.0,127,579,0,86537905.2788684,2289893.8103420283,54399.13611705377,82739639.21172939,90153056.94574088,1000,0,2.040247117374031,0.9792135738361253
hang,msd_10000,50,0.0,0.0,1,0,False,0,20260919,2714469867,config_0_seed_20260919,267,2326,116,0.4344569288389513,0.04987102321582115,2.0,27.69999999999999,311,0.13370593293207222,20.711885948793334,1.0,127,579,0,2121003932.6302073,157719281.00618738,4292596.576508567,1887666670.3977804,2396714792.275271,1000,0,1.9974871316838754,1.0197991751595914
hang,hurst,50,0.0,0.0,1,0,False,0,20260919,2714469867,config_0_seed_20260919,267,2326,116,0.4344569288389513,0.04987102321582115,2.0,27.69999999999999,311,0.13370593293207222,20.711885948793334,1.0,127,579,0,0.8518430396421116,0.0032980839875185776,8.573910175677789e-05,0.8469554947422246,0.8574997575239037,1000,0,2.053423282754988,1.012886991311886
hang,msd_100,50,25.0,0.0,1,0,False,1,20260918,366913783,config_1_seed_20260918,262,2326,114,0.4351145038167939,0.049011177987962166,2.0,31.749999999999943,313,0.1345657781599312,19.83675295152893,1.0,123,563,0,1542699.1148747404,34110.367109811705,814.3947810396118,1481898.399029185,1591859.7226422196,1000,0,2.1954468272781478,0.9971878008276389
hang,msd_1000,50,25.0,0.0,1,0,False,1,20260918,366913783,config_1_seed_20260918,262,2326,114,0.4351145038167939,0.049011177987962166,2.0,31.749999999999943,313,0.1345657781599312,19.83675295152893,1.0,123,563,0,86537905.2788684,2292371.5630192827,52888.62002507097,82492836.9745944,90010824.40274444,1000,0,2.042454742782031,0.9802731203719596
hang,msd_10000,50,25.0,0.0,1,0,False,1,20260918,366913783,config_1_seed_20260918,262,2326,114,0.4351145038167939,0.049011177987962166,2.0,31.749999999999943,313,0.1345657781599312,19.83675295152893,1.0,123,563,0,2121003932.630209,141903836.19713402,3360513.793876199,1922189944.3680756,2377238902.0063405,1000,0,1.797187287007933,0.9175378823857425
hang,hurst,50,25.0,0.0,1,0,False,1,20260918,366913783,config_1_seed_20260918,262,2326,114,0.4351145038167939,0.049011177987962166,2.0,31.749999999999943,313,0.1345657781599312,19.83675295152893,1.0,123,563,0,0.8518430396421116,0.002999822331388569,7.181764934271254e-05,0.8475766631182629,0.857269227047024,1000,0,1.8677223026197838,0.9212867310866988
hang,msd_100,50,25.0,0.0,1,0,False,1,20260919,3674443743,config_1_seed_20260919,262,2326,114,0.4351145038167939,0.049011177987962166,2.0,31.749999999999943,313,0.1345657781599312,19.83675295152893,1.0,123,563,0,1542699.1148747404,34419.26494986561,886.3487732605009,1482270.4623814097,1594504.3213132361,1000,0,2.2153284304492944,1.006218168539957
hang,msd_1000,50,25.0,0.0,1,0,False,1,20260919,3674443743,config_1_seed_20260919,262,2326,114,0.4351145038167939,0.049011177987962166,2.0,31.749999999999943,313,0.1345657781599312,19.83675295152893,1.0,123,563,0,86537905.2788684,2362134.172381035,59522.590335919114,82585924.57052933,90246322.01159917,1000,0,2.104611757228717,1.0101052871408858
hang,msd_10000,50,25.0,0.0,1,0,False,1,20260919,3674443743,config_1_seed_20260919,262,2326,114,0.4351145038167939,0.049011177987962166,2.0,31.749999999999943,313,0.1345657781599312,19.83675295152893,1.0,123,563,0,2121003932.630209,152726339.01488864,3715564.455535099,1905785977.6843626,2398308838.1364226,1000,0,1.9342523939064946,0.9875152458146028
